area,direction,elevator,fitment,name,property,total_price,type,unit_price
121平米,东北,无,简装,弘雅花园雅豪轩三期 ,非共有,735,3室1厅,单价60744元/平米
72.5平米,东南,无,其他,洪湖一街五号大院罗湖区 ,非共有,390,3室1厅,单价53794元/平米
86.9平米,南,有,简装,华景花园(梅林) ,非共有,580,3室1厅,单价66744元/平米
119.97平米,北,有,精装,益田村 ,非共有,865,4室2厅,单价72102元/平米
99.97平米,南 北,无,精装,招商名仕花园 ,非共有,900,3室2厅,单价90028元/平米
183.63平米,东,有,简装,漾日湾畔 ,非共有,1781,4室2厅,单价96989元/平米
120.13平米,东南,有,简装,广博星海华庭 ,非共有,1350,3室2厅,单价112379元/平米
71.92平米,南,有,简装,振业城 ,非共有,300,2室2厅,单价41714元/平米
88.44平米,东南,有,其他,幸福珺湾 ,非共有,818,3室2厅,单价92493元/平米
38.89平米,东,有,简装,长丰苑 ,非共有,167,1室0厅,单价42942元/平米
89.03平米,西北 北,有,毛坯,博林君瑞 ,非共有,680,3室2厅,单价76379元/平米
44.02平米,西,有,精装,城市山谷三期 ,非共有,800,1室1厅,单价181736元/平米
107.02平米,西南,有,简装,滨海之窗 ,非共有,1880,3室2厅,单价175669元/平米
40.99平米,东,有,精装,宏发上域 ,非共有,288,1室1厅,单价70262元/平米
61.44平米,东南,有,精装,四海公寓 ,非共有,648,2室2厅,单价105469元/平米
121.67平米,东北,有,简装,创世纪滨海花园 ,非共有,1000,4室2厅,单价82190元/平米
41.26平米,西南,有,简装,旭飞华安园 ,非共有,308,2室1厅,单价74649元/平米
39.62平米,东,有,精装,龙光玖钻 ,非共有,260,2室1厅,单价65624元/平米
69.9平米,西南,有,精装,金地上塘道二期 ,非共有,560,2室2厅,单价80115元/平米
58.97平米,西南,有,精装,锦缘里嘉园 ,非共有,400,2室1厅,单价67832元/平米
96.41平米,北,无,简装,富康苑 ,非共有,318,3室2厅,单价32985元/平米
59.22平米,东南,有,精装,时代景苑 ,非共有,310,1室1厅,单价52348元/平米
46.39平米,东南,有,简装,流塘阳光花园 ,非共有,220,2室1厅,单价47425元/平米
59.38平米,南,有,精装,翡翠公寓 ,非共有,360,3室2厅,单价60627元/平米
148.25平米,东南,无,简装,万科城市花园 ,非共有,1630,4室2厅,单价109950元/平米
98.2平米,南,有,精装,祥云天都世纪大厦 ,共有,680,4室2厅,单价69247元/平米
121.72平米,东北,有,精装,佳兆业城市广场三期 ,非共有,900,4室2厅,单价73941元/平米
93.51平米,东北,无,精装,水晶之城 ,非共有,305,4室2厅,单价32617元/平米
88.3平米,南 北,有,精装,长城二花园 ,非共有,1360,2室2厅,单价154021元/平米
216.45平米,东南,有,简装,福景大厦 ,共有,1300,5室1厅,单价60061元/平米
117.21平米,南 北,有,精装,宝能悦澜山花园 ,非共有,650,4室1厅,单价55457元/平米
89.83平米,西,有,精装,后海理想雅园 ,非共有,1700,4室2厅,单价189247元/平米
148.9平米,南 北,有,简装,富通天骏 ,非共有,720,4室2厅,单价48355元/平米
75.47平米,东,有,简装,庐山花园 ,非共有,302,2室1厅,单价40016元/平米
97.03平米,西南,有,简装,梅林一村十三区 ,非共有,750,3室2厅,单价77296元/平米
71.39平米,南,无,简装,吉星花园 ,非共有,242,2室1厅,单价33899元/平米
152.26平米,东南,有,简装,万科第五园五期 ,共有,700,4室2厅,单价45974元/平米
194.21平米,南,有,精装,凯德公园1号 ,非共有,1880,4室2厅,单价96803元/平米
278.35平米,西南,有,简装,深业上城 ,非共有,3300,4室2厅,单价118556元/平米
435.2平米,东南,有,精装,深圳湾1号 ,非共有,7950,5室3厅,单价182675元/平米
53.49平米,东南,有,简装,保利上城 ,非共有,165,1室1厅,单价30847元/平米
141.02平米,东南,有,精装,万象天成 ,非共有,435,4室2厅,单价30847元/平米
150.95平米,东 东南,有,简装,深港豪苑 ,非共有,770,4室2厅,单价51011元/平米
68.96平米,东南,有,简装,中粮一品澜山花园 ,非共有,200,2室1厅,单价29003元/平米
41.45平米,西北,有,简装,友谊大厦 ,非共有,190,2室1厅,单价45839元/平米
50.59平米,西南,有,其他,诺德假日花园 ,非共有,730,2室1厅,单价144298元/平米
78.22平米,西南,有,简装,石鸿花园 ,非共有,580,2室1厅,单价74150元/平米
130.71平米,南,有,简装,青海大厦 ,非共有,654,4室0厅,单价50035元/平米
124.64平米,南,有,简装,青海大厦 ,非共有,625,3室2厅,单价50145元/平米
82.51平米,东南,有,精装,阳光带海滨城二期 ,非共有,1600,2室1厅,单价193916元/平米
97.07平米,东南,有,简装,桂芳园七期 ,非共有,535,3室2厅,单价55115元/平米
95.75平米,南,有,精装,缤纷时代家园 ,共有,900,3室1厅,单价93995元/平米
78.79平米,北,有,简装,蓝天绿都家园 ,非共有,500,3室2厅,单价63460元/平米
73.61平米,南,有,简装,阳基新天地 ,非共有,278,2室1厅,单价37767元/平米
62.46平米,西南,无,精装,丽湖花园二期 ,非共有,242,2室1厅,单价38745元/平米
79.76平米,南 北,无,简装,鹏兴花园一期 ,共有,450,2室1厅,单价56420元/平米
60.55平米,西北,有,简装,锦上花家园 ,非共有,310,2室1厅,单价51198元/平米
110.47平米,南,有,精装,万科千林山居二期（万科清林径） ,非共有,449.8,3室2厅,单价40717元/平米
46.67平米,北,无,简装,又一村花园 ,非共有,200,2室1厅,单价42855元/平米
88.64平米,西南,有,精装,万科东方尊峪 ,非共有,550,2室1厅,单价62049元/平米
78.62平米,东南,有,精装,风临域 ,非共有,365,3室2厅,单价46426元/平米
81.99平米,东南,有,简装,假日湾 ,非共有,800,2室1厅,单价97573元/平米
66.24平米,东南 西南,有,精装,英郡年华 ,非共有,320,2室2厅,单价48310元/平米
92.06平米,西北,有,精装,桂芳园五期 ,非共有,400,3室2厅,单价43450元/平米
97.39平米,西南,无,简装,东海丽景花园 ,非共有,385,3室1厅,单价39532元/平米
56.13平米,南 北,有,精装,雍翠豪园 ,非共有,285,2室1厅,单价50775元/平米
154.89平米,北,有,精装,美晨苑 ,非共有,1200,4室2厅,单价77475元/平米
84.13平米,西北,有,精装,泰雅园 ,非共有,382,3室2厅,单价45406元/平米
104.61平米,南,有,简装,汇商名苑 ,非共有,320,4室1厅,单价30590元/平米
113.99平米,南 北,有,简装,嘉多利花园 ,非共有,1200,3室2厅,单价105273元/平米
76.73平米,东,有,精装,向南瑞峰花园 ,非共有,550,2室2厅,单价71680元/平米
42.57平米,南,有,简装,缤纷世纪 ,非共有,140,2室1厅,单价32888元/平米
99.55平米,东北,有,精装,福景大厦 ,非共有,780,3室2厅,单价78353元/平米
78.37平米,东南,无,简装,文汇学校教师家属楼 ,共有,485,3室2厅,单价61886元/平米
85.54平米,东,无,精装,鹏瑞仙桐雅轩罗湖区 ,非共有,485,3室2厅,单价56699元/平米
177.87平米,东,有,精装,半山道1号礼宾府 ,非共有,750,4室2厅,单价42166元/平米
102.92平米,北,有,简装,德福花园 ,非共有,355,3室2厅,单价34493元/平米
127.34平米,东南,有,精装,天誉国际公馆 ,共有,333,3室2厅,单价26151元/平米
94.61平米,南,无,精装,莲通楼 ,非共有,420,3室2厅,单价44393元/平米
29.38平米,北,有,精装,海岸时代公寓 ,非共有,160,1室0厅,单价54459元/平米
116.32平米,东北,有,精装,文峰华庭 ,非共有,550,4室1厅,单价47284元/平米
130.35平米,东南,有,精装,THETOWN乐城 ,非共有,625,5室2厅,单价47948元/平米
96.6平米,南 北,无,精装,大澎花园 ,非共有,490,3室2厅,单价50725元/平米
118.76平米,东南,有,精装,阳光花园 ,非共有,495,4室2厅,单价41681元/平米
123.26平米,西南,有,精装,万科天誉二期 ,非共有,660,4室2厅,单价53546元/平米
50.56平米,西南,有,简装,海岸时代公寓 ,非共有,275,1室1厅,单价54391元/平米
75.91平米,东南,有,其他,海洋大厦 ,非共有,430,2室1厅,单价56647元/平米
101.34平米,南,有,精装,阳光新境园 ,非共有,660,3室1厅,单价65128元/平米
135.04平米,西南,有,精装,深业紫麟山花园 ,非共有,500,4室2厅,单价37027元/平米
61.14平米,西南,无,简装,桂芳园一期 ,非共有,285,2室2厅,单价46615元/平米
209.64平米,南,有,精装,中海康城国际一期 ,非共有,950,5室2厅,单价45316元/平米
171.26平米,南,有,精装,香山里 ,共有,1600,4室1厅,单价93426元/平米
79.07平米,西南,无,简装,余岭山庄 ,非共有,280,2室2厅,单价35412元/平米
58.73平米,南,有,其他,珠江旭景佳园 ,非共有,395,1室1厅,单价67257元/平米
162.56平米,南,有,精装,卓越皇后道 ,非共有,1380,4室1厅,单价84892元/平米
109.85平米,东北,有,其他,理想居 ,非共有,700,3室1厅,单价63724元/平米
53.19平米,北,有,其他,金城华庭 ,非共有,500,2室1厅,单价94003元/平米
83.43平米,北,有,其他,金安大厦 ,非共有,335,2室1厅,单价40154元/平米
65.33平米,东南,有,简装,东门天下 ,非共有,275,3室1厅,单价42094元/平米
96.5平米,北,有,简装,佳宁娜广场 ,非共有,396,3室1厅,单价41037元/平米
72.38平米,南,有,简装,金田风华苑 ,非共有,120,2室2厅,单价16580元/平米
97.3平米,东北,有,精装,金福大厦 ,非共有,560,3室1厅,单价57554元/平米
55.68平米,东南,有,精装,东门金座 ,非共有,383,2室1厅,单价68786元/平米
77.93平米,南,有,精装,锦缘里嘉园 ,非共有,590,3室1厅,单价75709元/平米
158.58平米,南 北,有,精装,中航格澜郡阳光花园 ,非共有,682,4室2厅,单价43007元/平米
32.32平米,南,无,简装,鹏基公寓 ,非共有,125,1室0厅,单价38676元/平米
88.62平米,西南,有,简装,东部阳光 ,非共有,410,3室2厅,单价46265元/平米
44.15平米,南,有,精装,澳新亚大厦 ,非共有,230,1室1厅,单价52096元/平米
36.34平米,西,有,精装,承翰半山海 ,非共有,115,1室0厅,单价31646元/平米
30.45平米,北,无,精装,鹏基公寓 ,非共有,130,1室0厅,单价42693元/平米
81.57平米,南,无,简装,愉园新村 ,非共有,280,2室2厅,单价34327元/平米
123.2平米,南,有,精装,东方花园桂花苑 ,非共有,800,3室2厅,单价64936元/平米
114.25平米,南,有,精装,九州家园 ,非共有,339,3室2厅,单价29672元/平米
81.69平米,东南,有,精装,源兴居 ,非共有,500,2室2厅,单价61208元/平米
122.06平米,南,有,简装,松泉山庄 ,非共有,580,3室1厅,单价47518元/平米
73.4平米,南,有,精装,幸福海岸一期 ,非共有,868,2室1厅,单价118257元/平米
85.94平米,南,无,精装,泰阳金桔苑 ,非共有,270,3室2厅,单价31418元/平米
102.91平米,南,有,精装,港岛银座 ,非共有,580,2室2厅,单价56360元/平米
63.01平米,东南,有,精装,仙湖枫景家园 ,非共有,380,2室2厅,单价60308元/平米
143.79平米,西南,有,简装,新港鸿花园 ,非共有,720,4室2厅,单价50074元/平米
80.5平米,北,无,简装,玉华花园 ,非共有,385,2室2厅,单价47827元/平米
50.04平米,北,有,精装,长平商务大厦 ,非共有,210,2室1厅,单价41967元/平米
36.79平米,北,有,简装,昊海君悦 ,非共有,129,1室1厅,单价35064元/平米
53.7平米,东南,有,精装,信义御城豪园 ,非共有,215,2室1厅,单价40038元/平米
80.94平米,西北 北 东北,有,简装,东方半岛花园A区 ,非共有,300,2室2厅,单价37065元/平米
159.06平米,东北,有,精装,佳宁娜广场 ,非共有,705,1室1厅,单价44323元/平米
19平米,西北,有,简装,蓝田壹站 ,非共有,92,1室0厅,单价48422元/平米
47.49平米,北,有,精装,锦龙名苑 ,非共有,175,2室1厅,单价36850元/平米
107.9平米,东,有,简装,阳光花园 ,非共有,439,3室1厅,单价40686元/平米
65.34平米,东,有,精装,逸翠园 ,非共有,410,2室1厅,单价62749元/平米
244.31平米,南,有,简装,万科俊园 ,非共有,1200,4室2厅,单价49118元/平米
129.8平米,东南,无,精装,碧波花园南区 ,非共有,750,3室2厅,单价57782元/平米
98.39平米,南,有,简装,阳光新境园 ,非共有,610,3室2厅,单价61999元/平米
90.87平米,东南,无,精装,金洲嘉丽园 ,非共有,420,3室2厅,单价46220元/平米
115.89平米,南,有,精装,安鸿峰景苑 ,非共有,435,3室2厅,单价37536元/平米
77.19平米,南 北,无,简装,翠园十五巷 ,非共有,700,3室1厅,单价90686元/平米
40.91平米,北,有,简装,鸿翔花园 ,非共有,170,1室0厅,单价41555元/平米
85.99平米,北,有,精装,四季御园 ,非共有,630,3室2厅,单价73265元/平米
78.4平米,南,有,其他,龙华花半里花园 ,非共有,505,3室1厅,单价64414元/平米
66.17平米,东南,有,其他,荣德SPACE ,非共有,225,2室1厅,单价34004元/平米
76.4平米,西南,有,简装,鹏达花园 ,共有,225,2室1厅,单价29451元/平米
97.92平米,南,有,精装,锦冠华城 ,非共有,390,3室1厅,单价39829元/平米
106.84平米,东南,无,其他,雅豪祥苑 ,非共有,295,3室1厅,单价27612元/平米
67.46平米,北,有,简装,赛格绿茵阁 ,共有,550,2室1厅,单价81530元/平米
88.71平米,南,有,精装,金安大厦 ,非共有,388,3室2厅,单价43739元/平米
86.96平米,南,无,简装,阳光花园 ,非共有,343,3室1厅,单价39444元/平米
89.92平米,南,有,精装,汇龙天下 ,非共有,320,3室2厅,单价35588元/平米
72.74平米,东南,有,简装,鸿翠苑 ,非共有,465,2室1厅,单价63927元/平米
73.32平米,南,有,简装,鸿基大厦 ,非共有,335,2室2厅,单价45691元/平米
67.78平米,东南,有,精装,和谐家园 ,共有,380,2室1厅,单价56064元/平米
96.53平米,南,无,简装,富豪花园 ,非共有,420,3室2厅,单价43510元/平米
109.15平米,东南,有,精装,新秀苑 ,非共有,380,3室2厅,单价34815元/平米
103.66平米,西南,无,简装,鹏达花园 ,非共有,310,3室2厅,单价29906元/平米
51.21平米,西南,有,精装,华业玫瑰四季馨园二期 ,非共有,475,2室2厅,单价92756元/平米
73.8平米,南,无,简装,晒布路73号大院 ,共有,360,2室2厅,单价48781元/平米
90.35平米,东南,无,简装,煜丰泽花园广场 ,非共有,400,3室2厅,单价44273元/平米
88.98平米,南,有,精装,竹盛花园 ,非共有,780,3室1厅,单价87661元/平米
78.02平米,东南,有,简装,一城峰景 ,非共有,249,2室1厅,单价31915元/平米
124.65平米,西北,有,精装,万科东方尊峪 ,非共有,720,3室1厅,单价57762元/平米
86.04平米,西南,有,精装,中海康城花园二期 ,非共有,420,3室2厅,单价48815元/平米
113.39平米,北,有,精装,鸿隆世纪广场 ,非共有,530,3室2厅,单价46742元/平米
76.53平米,西南,有,精装,百仕达东郡 ,非共有,585,2室2厅,单价76441元/平米
71.12平米,南,有,其他,半山海景兰溪谷二期 ,非共有,950,1室1厅,单价133578元/平米
78.94平米,东南,有,其他,龙华花半里花园 ,非共有,520,3室1厅,单价65873元/平米
98.2平米,西北,有,其他,祥云天都世纪大厦 ,非共有,680,3室1厅,单价69247元/平米
52.72平米,东北,有,精装,城市天地广场 ,非共有,275,1室1厅,单价52163元/平米
70.9平米,东南,有,精装,四季御园 ,非共有,500,2室1厅,单价70522元/平米
143.97平米,南,有,简装,鹏达摩尔城 ,非共有,540,5室1厅,单价37508元/平米
186.96平米,南 西南,有,其他,幸福里雅居 ,非共有,1900,4室1厅,单价101627元/平米
130.24平米,东 西,有,其他,中航天逸 ,非共有,1100,4室2厅,单价84460元/平米
48.22平米,东南,有,简装,森雅谷润筑园 ,非共有,195,1室1厅,单价40440元/平米
89.98平米,西南,有,精装,佳华领汇广场 ,非共有,680,4室2厅,单价75573元/平米
37.87平米,西南,有,精装,金色年华家园 ,非共有,275,1室1厅,单价72617元/平米
33.73平米,北,有,精装,鹏益花园 ,非共有,318,1室0厅,单价94279元/平米
31.85平米,西北,有,简装,双城世纪 ,非共有,165,1室0厅,单价51806元/平米
55.02平米,南,有,精装,华盛峰荟名庭 ,非共有,200,3室1厅,单价36351元/平米
97.69平米,南,有,精装,嘉洲富苑 ,非共有,820,3室1厅,单价83939元/平米
84.09平米,西北,有,简装,信义锦绣花园 ,非共有,390,3室1厅,单价46379元/平米
259.24平米,南,有,精装,水湾1979一期 ,非共有,3480,5室2厅,单价134239元/平米
39.73平米,西,有,精装,向南瑞峰花园 ,非共有,320,1室1厅,单价80544元/平米
86.79平米,南,有,毛坯,深圳海航城 ,非共有,338,3室2厅,单价38945元/平米
71.4平米,东南,无,简装,茂业城 ,非共有,260,3室2厅,单价36415元/平米
88.9平米,南,有,精装,龙光玖龙玺 ,非共有,1000,4室2厅,单价112486元/平米
90.16平米,北,无,简装,红梅苑 ,非共有,560,3室2厅,单价62112元/平米
178.47平米,东南,有,其他,皇庭港湾 ,非共有,3500,4室2厅,单价196112元/平米
102.31平米,北,有,其他,中爱花园 ,非共有,850,3室2厅,单价83081元/平米
88.92平米,北,无,简装,南岭花园 ,非共有,290,3室2厅,单价32614元/平米
117.56平米,南,有,精装,大世纪水山缘 ,非共有,520,4室1厅,单价44233元/平米
91.05平米,南,有,精装,庐山花园 ,非共有,377,3室1厅,单价41406元/平米
166.41平米,南,有,精装,深业新岸线二期 ,共有,1980,5室2厅,单价118984元/平米
28.14平米,西,有,简装,缤纷时代家园 ,非共有,270,1室0厅,单价95949元/平米
77.25平米,东北,有,简装,世纪春城三期 ,非共有,460,2室2厅,单价59547元/平米
33.76平米,西北,有,简装,THETOWN乐城 ,非共有,150,1室1厅,单价44432元/平米
42.63平米,西北,有,简装,万象天成 ,非共有,142,1室0厅,单价33310元/平米
142.38平米,东北,有,简装,佳兆业可园五期 ,非共有,630,6室1厅,单价44248元/平米
31.99平米,北,无,精装,鹏基公寓 ,非共有,128,1室0厅,单价40013元/平米
31.8平米,南,无,简装,锦城星苑 ,非共有,90,1室0厅,单价28302元/平米
134.8平米,南 北,有,精装,金地香蜜山 ,非共有,1500,3室2厅,单价111276元/平米
372.97平米,东南 南,有,精装,百仕达红树西岸 ,共有,6000,4室2厅,单价160871元/平米
157.76平米,东南,有,精装,珑禧 ,非共有,580,4室1厅,单价36765元/平米
140.94平米,南 北,有,精装,半山道1号礼宾府 ,共有,820,4室2厅,单价58181元/平米
226.05平米,南,有,精装,振业城上观 ,非共有,850,5室2厅,单价37603元/平米
39.19平米,西南,有,精装,万科公园里一期 ,非共有,160,1室0厅,单价40827元/平米
42.5平米,东北,有,简装,华达园公寓 ,非共有,200,1室1厅,单价47059元/平米
55.01平米,南 北,无,简装,谱心苑 ,非共有,280,2室1厅,单价50900元/平米
45.93平米,东,有,精装,南塘物业小区 ,非共有,190,1室1厅,单价41368元/平米
82.02平米,东南,有,简装,城南雅筑 ,非共有,285,3室1厅,单价34748元/平米
209.06平米,南 北,有,其他,宝珠花园 ,非共有,1600,7室2厅,单价76534元/平米
68.1平米,北,有,精装,万科红三期 ,非共有,272,2室1厅,单价39942元/平米
187.66平米,西南,有,精装,华润银湖蓝山 ,非共有,2100,4室2厅,单价111905元/平米
174.21平米,西北,有,精装,万科东方尊峪 ,非共有,1068,4室2厅,单价61306元/平米
243.68平米,南,有,其他,珑御府 ,非共有,4500,4室2厅,单价184669元/平米
172.41平米,南,无,其他,御景水岸花园 ,非共有,1450,5室2厅,单价84102元/平米
37.85平米,北,有,精装,昊海君悦 ,非共有,123,1室0厅,单价32497元/平米
39.85平米,西北,有,简装,万象天成 ,非共有,141,1室1厅,单价35383元/平米
35.83平米,西北,有,精装,保利上城 ,非共有,123,1室0厅,单价34329元/平米
122.65平米,东南,有,简装,名门世家 ,共有,430,3室2厅,单价35060元/平米
113.47平米,东南,有,精装,西城丰和 ,非共有,750,4室2厅,单价66097元/平米
90.76平米,东南,有,简装,永安商业城 ,非共有,460,4室2厅,单价50684元/平米
88.1平米,东北,无,简装,桂芳园一期 ,非共有,388,3室2厅,单价44041元/平米
44.74平米,东南,有,简装,KPR佳兆业广场 ,非共有,100,1室0厅,单价22352元/平米
29.97平米,北,有,精装,德润荣君府 ,非共有,145,1室1厅,单价48382元/平米
41.29平米,东南,有,精装,银座金钻 ,非共有,208,1室1厅,单价50376元/平米
30.9平米,东,有,精装,碧桐湾 ,非共有,145,1室0厅,单价46926元/平米
41.29平米,西北,有,精装,银座金钻 ,非共有,185,1室1厅,单价44806元/平米
33.82平米,南,有,精装,华盛峰荟名庭 ,共有,99,1室0厅,单价29273元/平米
104.45平米,南,有,简装,丰泽湖山庄 ,共有,750,3室2厅,单价71805元/平米
33.15平米,南,有,简装,东方瑞景苑 ,非共有,110,1室1厅,单价33183元/平米
52.12平米,西南,有,精装,信义御城豪园 ,非共有,176,2室1厅,单价33769元/平米
88.14平米,东南,有,其他,合正中央原著 ,非共有,820,3室1厅,单价93034元/平米
254.88平米,南,有,毛坯,前海时代CEO公馆 ,非共有,4300,5室2厅,单价168707元/平米
183.73平米,东南,有,其他,万豪掬月半山 ,共有,1980,4室2厅,单价107767元/平米
142.85平米,南,无,其他,锦绣江南二期 ,非共有,700,10室1厅,单价49003元/平米
55.63平米,南,有,精装,前海凯御 ,非共有,430,2室2厅,单价77297元/平米
58.15平米,西南,有,简装,KPR佳兆业广场 ,非共有,170,1室0厅,单价29235元/平米
172.64平米,南,有,其他,三湘海尚花园 ,非共有,2800,4室2厅,单价162188元/平米
265.31平米,东,有,其他,中信红树湾南区 ,非共有,3580,4室1厅,单价134937元/平米
124.63平米,南 北,有,其他,东滨华苑 ,非共有,950,3室2厅,单价76226元/平米
266.43平米,东南,有,毛坯,梅沙1号 ,非共有,1570,5室2厅,单价58928元/平米
92.18平米,南,有,精装,万科云城 ,非共有,780,3室2厅,单价84618元/平米
236.95平米,南 北,有,精装,云顶翠峰 ,非共有,3100,5室2厅,单价130830元/平米
124.87平米,南,有,简装,绿景香颂 ,非共有,950,5室2厅,单价76080元/平米
167.31平米,北,有,其他,华浩源B区 ,非共有,760,7室1厅,单价45425元/平米
187.88平米,南,有,精装,百仕达红树西岸 ,非共有,3300,3室2厅,单价175645元/平米
205.4平米,西,有,简装,世纪村四期 ,非共有,2054,4室2厅,单价100000元/平米
64.56平米,西北,无,简装,万隆苑 ,非共有,231.9,2室1厅,单价35921元/平米
53.23平米,北,有,精装,朝阳里 ,非共有,326,2室1厅,单价61244元/平米
141.06平米,南,有,简装,春华四季园一期 ,非共有,740,4室2厅,单价52460元/平米
44.79平米,西南,有,精装,华业玫瑰四季馨园二期 ,非共有,438,1室1厅,单价97790元/平米
178平米,南,无,精装,新港鸿花园 ,非共有,980,4室2厅,单价55057元/平米
73.16平米,西南,无,简装,德福花园 ,非共有,270,3室1厅,单价36906元/平米
88.92平米,南 北,无,精装,华丽东村 ,非共有,620,3室2厅,单价69726元/平米
99.08平米,东南,有,简装,锦冠华城 ,共有,380,3室1厅,单价38353元/平米
243平米,东南 南,无,毛坯,林语堂 ,非共有,2850,5室2厅,单价117284元/平米
175.57平米,南,有,其他,雍景湾 ,共有,2750,4室2厅,单价156633元/平米
225.43平米,南,有,其他,阳光带海滨城二期 ,非共有,3400,4室1厅,单价150823元/平米
168平米,南 北,有,精装,航天晴山月 ,非共有,1200,5室2厅,单价71429元/平米
174.58平米,南,有,精装,君汇新天 ,非共有,3380,4室2厅,单价193608元/平米
82.59平米,南,有,精装,都市名园 ,非共有,545,2室1厅,单价65989元/平米
137.63平米,南,有,其他,澳城1618 ,非共有,2750,4室1厅,单价199812元/平米
178.08平米,南,有,其他,德尚世家 ,非共有,2380,5室2厅,单价133648元/平米
202平米,东,有,其他,碧海天家园 ,共有,3200,3室2厅,单价158416元/平米
102.67平米,东北,有,精装,万福人家 ,非共有,1050,8室2厅,单价102270元/平米
236.56平米,东南,无,其他,桃源居五区 ,非共有,1180,5室2厅,单价49882元/平米
95.7平米,南,有,精装,欧陆经典 ,非共有,1100,5室2厅,单价114943元/平米
127.6平米,东南,有,其他,碧海名园 ,非共有,850,6室1厅,单价66615元/平米
368.68平米,东南,有,毛坯,波托菲诺纯水岸十五期 ,非共有,5800,4室3厅,单价157318元/平米
220.2平米,东南,有,毛坯,波托菲诺纯水岸十五期 ,非共有,4000,4室2厅,单价181654元/平米
52平米,北,有,简装,美景大厦 ,非共有,287,2室1厅,单价55193元/平米
96.95平米,东南 南,有,精装,山水情家园 ,非共有,960,3室2厅,单价99021元/平米
96.42平米,南,有,简装,阳基阳光城市 ,非共有,745,3室1厅,单价77267元/平米
245.48平米,东南,有,简装,美加广场 ,非共有,2200,4室2厅,单价89621元/平米
106.81平米,东南,有,精装,鸿荣源·尚峻 ,非共有,960,4室2厅,单价89880元/平米
79.03平米,东 西,有,简装,锦城星苑 ,非共有,260,3室2厅,单价32899元/平米
115.42平米,东南,有,精装,绿景花园二期 ,非共有,980,3室1厅,单价84908元/平米
83.52平米,东南,有,精装,半山御景 ,非共有,810,3室1厅,单价96983元/平米
130.2平米,东,有,精装,嘉宾花园 ,非共有,637,4室2厅,单价48925元/平米
112.7平米,东南,有,精装,泰华大厦 ,非共有,525,3室2厅,单价46584元/平米
89.37平米,西南,有,精装,信义御城豪园 ,非共有,436,3室2厅,单价48786元/平米
87.63平米,南,有,精装,佳兆业城市广场一期 ,非共有,655,3室2厅,单价74747元/平米
58.24平米,东南,有,精装,星桂园 ,非共有,425,2室1厅,单价72974元/平米
32.95平米,北,有,精装,御河堤 ,非共有,215,1室1厅,单价65251元/平米
84.5平米,西北,有,精装,高科利花园 ,非共有,500,2室2厅,单价59172元/平米
82.8平米,东北,无,简装,翠枫豪园 ,共有,336,3室2厅,单价40580元/平米
28.08平米,东南,无,简装,八卦岭宿舍 ,非共有,360,1室0厅,单价128206元/平米
72.54平米,东北,有,简装,海富花园 ,非共有,325,2室1厅,单价44803元/平米
89平米,东北,有,精装,信义御城豪园 ,共有,428,3室1厅,单价48090元/平米
140.05平米,东南,有,精装,文峰华庭 ,共有,569,4室2厅,单价40629元/平米
98.75平米,西南,有,精装,富盈门 ,非共有,650,3室1厅,单价65823元/平米
111.87平米,东南 东北,无,简装,兴华花园 ,非共有,470,4室2厅,单价42014元/平米
71.94平米,东南,有,精装,金鼎大厦 ,非共有,360,2室2厅,单价50042元/平米
79.26平米,东南,有,精装,中海西岸华府北区 ,非共有,410,2室2厅,单价51729元/平米
89.06平米,东南,有,精装,京基御景印象一期 ,非共有,368,3室2厅,单价41321元/平米
83.13平米,南,有,精装,坤祥花语馨 ,非共有,375,4室1厅,单价45111元/平米
86.5平米,南,有,精装,万科第五园三期 ,非共有,535,2室2厅,单价61850元/平米
43.13平米,东,有,精装,京基一百大厦 ,非共有,326,1室1厅,单价75586元/平米
69.6平米,东南,有,精装,卡罗社区 ,非共有,650,2室1厅,单价93391元/平米
71平米,西南,有,精装,融湖中心城一期 ,非共有,375,2室1厅,单价52817元/平米
65.52平米,北,有,精装,阳基阳光城市 ,非共有,530,2室1厅,单价80892元/平米
60.4平米,北,有,精装,龙珠花园B区 ,共有,249,2室1厅,单价41226元/平米
63.5平米,东南,有,精装,龙悦居四期 ,共有,595,2室1厅,单价93701元/平米
75.55平米,东南 西北,无,精装,万科第五园一期 ,非共有,450,2室2厅,单价59564元/平米
82.79平米,南,无,简装,德兴花园 ,非共有,295,2室1厅,单价35633元/平米
49.3平米,南,有,精装,城市东座 ,非共有,328,2室2厅,单价66532元/平米
72.87平米,西南,有,精装,中海半山溪谷花园 ,共有,300,2室1厅,单价41170元/平米
43.89平米,西,有,精装,彩福大厦 ,非共有,300,1室1厅,单价68353元/平米
31.86平米,南,有,简装,京基东方华都 ,非共有,280,1室0厅,单价87885元/平米
73平米,南 北,无,精装,桃源居十二区 ,非共有,440,2室2厅,单价60274元/平米
42.82平米,北,无,简装,汇龙花园 ,非共有,325,1室1厅,单价75900元/平米
72.23平米,东,有,精装,东方明珠城 ,非共有,298,2室1厅,单价41258元/平米
67.42平米,东,有,精装,翡翠星光园 ,非共有,314,2室1厅,单价46574元/平米
23.97平米,东北,有,简装,丽廷豪苑 ,非共有,95,1室0厅,单价39633元/平米
37.32平米,西南,有,精装,白金酒店公寓 ,非共有,322,2室1厅,单价86281元/平米
