name,type,area,direction,fitment,elevator,total_price,unit_price,property
航天晴山月 ,5室2厅,168,南 北,精装,有,1200,71429,非共有
澳城1618 ,4室1厅,137.63,南,其他,有,2750,199812,非共有
林语堂 ,5室2厅,243,东南 南,毛坯,无,2850,117284,非共有
雍景湾 ,4室2厅,175.57,南,其他,有,2750,156633,共有
华达园公寓 ,1室1厅,42.5,东北,简装,有,200,47059,非共有
万科公园里一期 ,1室0厅,39.19,西南,精装,有,160,40827,非共有
南塘物业小区 ,1室1厅,45.93,东,精装,有,190,41368,非共有
谱心苑 ,2室1厅,55.01,南 北,简装,无,280,50900,非共有
城南雅筑 ,3室1厅,82.02,东南,简装,有,285,34748,非共有
森雅谷润筑园 ,1室1厅,48.22,东南,简装,有,195,40440,非共有
华润银湖蓝山 ,4室2厅,187.66,西南,精装,有,2100,111905,非共有
幸福海岸一期 ,2室1厅,73.4,南,精装,有,868,118257,非共有
仙湖枫景家园 ,2室2厅,63.01,东南,精装,有,380,60308,非共有
港岛银座 ,2室2厅,102.91,南,精装,有,580,56360,非共有
东方半岛花园A区 ,2室2厅,80.94,西北 北 东北,简装,有,300,37065,非共有
泰阳金桔苑 ,3室2厅,85.94,南,精装,无,270,31418,非共有
汇龙天下 ,3室2厅,89.92,南,精装,有,320,35588,非共有
赛格绿茵阁 ,2室1厅,67.46,北,简装,有,550,81530,共有
鸿基大厦 ,2室2厅,73.32,南,简装,有,335,45691,非共有
鸿翠苑 ,2室1厅,72.74,东南,简装,有,465,63927,非共有
新秀苑 ,3室2厅,109.15,东南,精装,有,380,34815,非共有
和谐家园 ,2室1厅,67.78,东南,精装,有,380,56064,共有
富豪花园 ,3室2厅,96.53,南,简装,无,420,43510,非共有
晒布路73号大院 ,2室2厅,73.8,南,简装,无,360,48781,共有
华业玫瑰四季馨园二期 ,2室2厅,51.21,西南,精装,有,475,92756,非共有
竹盛花园 ,3室1厅,88.98,南,精装,有,780,87661,非共有
鹏达花园 ,3室2厅,103.66,西南,简装,无,310,29906,非共有
煜丰泽花园广场 ,3室2厅,90.35,东南,简装,无,400,44273,非共有
万科东方尊峪 ,3室1厅,124.65,西北,精装,有,720,57762,非共有
东门金座 ,2室1厅,55.68,东南,精装,有,383,68786,非共有
鸿隆世纪广场 ,3室2厅,113.39,北,精装,有,530,46742,非共有
一城峰景 ,2室1厅,78.02,东南,简装,有,249,31915,非共有
金福大厦 ,3室1厅,97.3,东北,精装,有,560,57554,非共有
金田风华苑 ,2室2厅,72.38,南,简装,有,120,16580,非共有
锦缘里嘉园 ,3室1厅,77.93,南,精装,有,590,75709,非共有
中航格澜郡阳光花园 ,4室2厅,158.58,南 北,精装,有,682,43007,非共有
鹏基公寓 ,1室0厅,32.32,南,简装,无,125,38676,非共有
承翰半山海 ,1室0厅,36.34,西,精装,有,115,31646,非共有
澳新亚大厦 ,1室1厅,44.15,南,精装,有,230,52096,非共有
愉园新村 ,2室2厅,81.57,南,简装,无,280,34327,非共有
鹏基公寓 ,1室0厅,30.45,北,精装,无,130,42693,非共有
东方花园桂花苑 ,3室2厅,123.2,南,精装,有,800,64936,非共有
松泉山庄 ,3室1厅,122.06,南,简装,有,580,47518,非共有
九州家园 ,3室2厅,114.25,南,精装,有,339,29672,非共有
源兴居 ,2室2厅,81.69,东南,精装,有,500,61208,非共有
新港鸿花园 ,4室2厅,143.79,西南,简装,有,720,50074,非共有
长平商务大厦 ,2室1厅,50.04,北,精装,有,210,41967,非共有
玉华花园 ,2室2厅,80.5,北,简装,无,385,47827,非共有
信义御城豪园 ,2室1厅,53.7,东南,精装,有,215,40038,非共有
昊海君悦 ,1室1厅,36.79,北,简装,有,129,35064,非共有
佳宁娜广场 ,1室1厅,159.06,东北,精装,有,705,44323,非共有
蓝田壹站 ,1室0厅,19,西北,简装,有,92,48422,非共有
锦龙名苑 ,2室1厅,47.49,北,精装,有,175,36850,非共有
水晶之城 ,3室2厅,88.46,南,精装,无,320,36175,非共有
阳光花园 ,3室1厅,107.9,东,简装,有,439,40686,非共有
逸翠园 ,2室1厅,65.34,东,精装,有,410,62749,非共有
万科九龙山 ,3室2厅,88.93,南,精装,有,500,56224,非共有
皇御苑二期 ,2室2厅,75.85,东北,精装,有,640,84378,非共有
润丰园 ,4室2厅,115.55,东南,简装,有,780,67504,共有
四季御园 ,2室1厅,70.9,东南,精装,有,500,70522,非共有
中海康城花园二期 ,3室2厅,86.04,西南,精装,有,420,48815,非共有
百仕达东郡 ,2室2厅,76.53,西南,精装,有,585,76441,非共有
半山海景兰溪谷二期 ,1室1厅,71.12,南,其他,有,950,133578,非共有
龙华花半里花园 ,3室1厅,78.94,东南,其他,有,520,65873,非共有
城市天地广场 ,1室1厅,52.72,东北,精装,有,275,52163,非共有
幸福里雅居 ,4室1厅,186.96,南 西南,其他,有,1900,101627,非共有
中航天逸 ,4室2厅,130.24,东 西,其他,有,1100,84460,非共有
鹏达摩尔城 ,5室1厅,143.97,南,简装,有,540,37508,非共有
金色年华家园 ,1室1厅,37.87,西南,精装,有,275,72617,非共有
佳华领汇广场 ,4室2厅,89.98,西南,精装,有,680,75573,非共有
宝珠花园 ,7室2厅,209.06,南 北,其他,有,1600,76534,非共有
昊海君悦 ,1室0厅,37.85,北,精装,有,123,32497,非共有
万科红三期 ,2室1厅,68.1,北,精装,有,272,39942,非共有
南海城中心 ,6室2厅,237.44,东南,其他,有,1550,65280,非共有
珑御府 ,4室2厅,243.68,南,其他,有,4500,184669,非共有
万科东方尊峪 ,4室2厅,174.21,西北,精装,有,1068,61306,非共有
御景水岸花园 ,5室2厅,172.41,南,其他,无,1450,84102,非共有
碧波花园南区 ,3室2厅,129.8,东南,精装,无,750,57782,非共有
金洲嘉丽园 ,3室2厅,90.87,东南,精装,无,420,46220,非共有
万科俊园 ,4室2厅,244.31,南,简装,有,1200,49118,非共有
阳光新境园 ,3室2厅,98.39,南,简装,有,610,61999,非共有
安鸿峰景苑 ,3室2厅,115.89,南,精装,有,435,37536,非共有
四季御园 ,3室2厅,85.99,北,精装,有,630,73265,非共有
翠园十五巷 ,3室1厅,77.19,南 北,简装,无,700,90686,非共有
鸿翔花园 ,1室0厅,40.91,北,简装,有,170,41555,非共有
荣德SPACE ,2室1厅,66.17,东南,其他,有,225,34004,非共有
祥云天都世纪大厦 ,3室1厅,98.2,西北,其他,有,680,69247,非共有
龙华花半里花园 ,3室1厅,78.4,南,其他,有,505,64414,非共有
锦冠华城 ,3室1厅,97.92,南,精装,有,390,39829,非共有
鹏达花园 ,2室1厅,76.4,西南,简装,有,225,29451,共有
阳光花园 ,3室1厅,86.96,南,简装,无,343,39444,非共有
前海凯御 ,2室2厅,55.63,南,精装,有,430,77297,非共有
雅豪祥苑 ,3室1厅,106.84,东南,其他,无,295,27612,非共有
锦绣江南二期 ,10室1厅,142.85,南,其他,无,700,49003,非共有
万豪掬月半山 ,4室2厅,183.73,东南,其他,有,1980,107767,共有
中信红树湾南区 ,4室1厅,265.31,东,其他,有,3580,134937,非共有
前海时代CEO公馆 ,5室2厅,254.88,南,毛坯,有,4300,168707,非共有
同和悦园 ,5室2厅,139.32,东南 西北,精装,有,750,53833,非共有
三湘海尚花园 ,4室2厅,172.64,南,其他,有,2800,162188,非共有
科技园三十六区 ,2室2厅,79.54,东南,其他,无,1150,144582,非共有
绿景香颂 ,5室2厅,124.87,南,简装,有,950,76080,非共有
海昌阁 ,2室2厅,70.73,东南,其他,无,530,74933,共有
百仕达红树西岸 ,3室2厅,187.88,南,精装,有,3300,175645,非共有
金安大厦 ,3室2厅,88.71,南,精装,有,388,43739,非共有
世纪村四期 ,4室2厅,205.4,西,简装,有,2054,100000,非共有
华浩源B区 ,7室1厅,167.31,北,其他,有,760,45425,非共有
云顶翠峰 ,5室2厅,236.95,南 北,精装,有,3100,130830,非共有
钜建大厦 ,3室1厅,87.4,东北,其他,有,650,74371,非共有
东滨华苑 ,3室2厅,124.63,南 北,其他,有,950,76226,非共有
中爱花园 ,3室2厅,102.31,北,其他,有,850,83081,非共有
皇庭港湾 ,4室2厅,178.47,东南,其他,有,3500,196112,非共有
THETOWN乐城 ,1室1厅,33.76,西北,简装,有,150,44432,非共有
锦城星苑 ,1室0厅,31.8,南,简装,无,90,28302,非共有
缤纷时代家园 ,1室0厅,28.14,西,简装,有,270,95949,非共有
金地香蜜山 ,3室2厅,134.8,南 北,精装,有,1500,111276,非共有
鹏基公寓 ,1室0厅,31.99,北,精装,无,128,40013,非共有
万象天成 ,1室0厅,42.63,西北,简装,有,142,33310,非共有
世纪春城三期 ,2室2厅,77.25,东北,简装,有,460,59547,非共有
百仕达红树西岸 ,4室2厅,372.97,东南 南,精装,有,6000,160871,共有
佳兆业可园五期 ,6室1厅,142.38,东北,简装,有,630,44248,非共有
振业城上观 ,5室2厅,226.05,南,精装,有,850,37603,非共有
珑禧 ,4室1厅,157.76,东南,精装,有,580,36765,非共有
君汇新天 ,4室2厅,174.58,南,精装,有,3380,193608,非共有
德尚世家 ,5室2厅,178.08,南,其他,有,2380,133648,非共有
半山道1号礼宾府 ,4室2厅,140.94,南 北,精装,有,820,58181,共有
阳光带海滨城二期 ,4室1厅,225.43,南,其他,有,3400,150823,非共有
碧海天家园 ,3室2厅,202,东,其他,有,3200,158416,共有
波托菲诺纯水岸十五期 ,4室2厅,220.2,东南,毛坯,有,4000,181654,非共有
桃源居五区 ,5室2厅,236.56,东南,其他,无,1180,49882,非共有
美加广场 ,4室2厅,245.48,东南,简装,有,2200,89621,非共有
波托菲诺纯水岸十五期 ,4室3厅,368.68,东南,毛坯,有,5800,157318,非共有
悠然天地家园 ,4室2厅,167.7,东南,简装,有,2200,131187,非共有
保利上城 ,1室0厅,35.83,西北,精装,有,123,34329,非共有
万象天成 ,1室1厅,39.85,西北,简装,有,141,35383,非共有
名门世家 ,3室2厅,122.65,东南,简装,有,430,35060,共有
KPR佳兆业广场 ,1室0厅,44.74,东南,简装,有,100,22352,非共有
碧桐湾 ,1室0厅,30.9,东,精装,有,145,46926,非共有
西城丰和 ,4室2厅,113.47,东南,精装,有,750,66097,非共有
桂芳园一期 ,3室2厅,88.1,东北,简装,无,388,44041,非共有
东方瑞景苑 ,1室1厅,33.15,南,简装,有,110,33183,非共有
华盛峰荟名庭 ,1室0厅,33.82,南,精装,有,99,29273,共有
银座金钻 ,1室1厅,41.29,东南,精装,有,208,50376,非共有
德润荣君府 ,1室1厅,29.97,北,精装,有,145,48382,非共有
银座金钻 ,1室1厅,41.29,西北,精装,有,185,44806,非共有
中海怡翠山庄三期 ,4室2厅,96.34,东南,简装,无,500,51900,共有
丰泽湖山庄 ,3室2厅,104.45,南,简装,有,750,71805,共有
信义御城豪园 ,2室1厅,52.12,西南,精装,有,176,33769,非共有
合正中央原著 ,3室1厅,88.14,东南,其他,有,820,93034,非共有
KPR佳兆业广场 ,1室0厅,58.15,西南,简装,有,170,29235,非共有
银庄大厦 ,3室1厅,89.41,东北,其他,有,600,67107,非共有
金地上塘道一期 ,1室1厅,45.42,北,精装,有,365,80362,非共有
新世界四季山水 ,3室1厅,149.42,西北,其他,有,1300,87004,非共有
布吉中心花园 ,2室1厅,73.32,东北,其他,有,325,44327,非共有
尚水天成 ,3室1厅,87.72,东南,精装,有,598,68172,非共有
华商时代公寓 ,2室1厅,63.56,南,简装,有,200,31467,非共有
中旅国际公馆2期 ,4室2厅,157.4,东南,精装,有,3000,190598,非共有
金地龙城中央一期 ,1室1厅,42.78,东南,精装,有,138,32259,非共有
合正中央原著 ,3室2厅,127.95,南 西南,简装,有,839,65573,非共有
环岛丽园 ,3室1厅,108.14,南,精装,有,900,83226,非共有
风格名苑 ,2室1厅,64.51,南 西,精装,有,550,85259,非共有
半岛城邦花园三期 ,2室1厅,87.07,西南,其他,有,1720,197543,非共有
万象天成 ,2室1厅,87.23,南,精装,有,283,32443,非共有
日豪名园 ,2室1厅,69.66,西,简装,有,320,45938,非共有
鸿威de森林就瞰山 ,4室2厅,131.94,东南,毛坯,有,420,31833,非共有
鲸山觐海 ,5室2厅,282.01,东南,毛坯,无,3280,116308,非共有
漾日湾畔 ,5室2厅,183.63,东北,精装,有,2600,141590,共有
远洋新干线一期 ,5室1厅,64.9,南,精装,有,180,27735,非共有
金地海景花园 ,5室2厅,149.44,南,简装,无,1030,68924,非共有
梅沙1号 ,5室2厅,266.43,东南,毛坯,有,1570,58928,非共有
万隆苑 ,2室1厅,64.56,西北,简装,无,231.9,35921,非共有
新港鸿花园 ,4室2厅,178,南,精装,无,980,55057,非共有
华业玫瑰四季馨园二期 ,1室1厅,44.79,西南,精装,有,438,97790,非共有
春华四季园一期 ,4室2厅,141.06,南,简装,有,740,52460,非共有
锦冠华城 ,3室1厅,99.08,东南,简装,有,380,38353,共有
华丽东村 ,3室2厅,88.92,南 北,精装,无,620,69726,非共有
德福花园 ,3室1厅,73.16,西南,简装,无,270,36906,非共有
朝阳里 ,2室1厅,53.23,北,精装,有,326,61244,非共有
都市名园 ,2室1厅,82.59,南,精装,有,545,65989,非共有
奥宸观壹城 ,4室2厅,108.45,南 北,其他,有,550,50715,非共有
龙光玖钻 ,3室1厅,94.08,东南,其他,有,800,85035,非共有
世纪广场 ,2室2厅,71.59,西南,其他,有,560,78224,非共有
雍景湾 ,3室1厅,85.27,西南,其他,有,1400,164185,共有
深业新岸线二期 ,5室2厅,166.41,南,精装,有,1980,118984,共有
麒麟花园A区 ,2室1厅,76.73,西南,简装,有,890,115992,非共有
汉京山 ,2室2厅,59.37,东,其他,有,728,122621,非共有
庐山花园 ,3室1厅,91.05,南,精装,有,377,41406,非共有
文峰华庭 ,4室2厅,121.72,东南 南,其他,有,618,50773,非共有
电子设计院 ,4室2厅,118,南,简装,无,1228,104068,非共有
万科城一期 ,4室2厅,140.44,东南,其他,无,1200,85446,非共有
现代城华庭 ,5室2厅,242.84,南,简装,有,1300,53534,非共有
湾厦路综合楼 ,2室1厅,77.65,东南,其他,暂无数据,600,77270,共有
帝景园 ,2室2厅,90.53,南,其他,无,1200,132553,非共有
波托菲诺纯水岸一期 ,4室3厅,188.47,东南,其他,有,2500,132648,非共有
鲸山觐海 ,4室2厅,184.14,西南,精装,有,2600,141197,非共有
京光海景花园 ,2室2厅,97.27,西北,其他,有,688,70731,非共有
电视台家属大院 ,3室2厅,93.85,南 北,其他,无,530,56474,非共有
华润银湖蓝山 ,4室2厅,267.41,南,精装,有,2880,107700,非共有
益田假日府邸 ,3室2厅,79.92,南,精装,有,480,60061,非共有
畔山御景花园 ,3室2厅,89.7,东南,简装,有,450,50168,共有
宝安新村 ,3室2厅,88.8,南,简装,无,570,64190,共有
中海日辉台 ,2室2厅,63.4,东南,精装,无,440,69401,非共有
万科第五园五期 ,2室1厅,85.72,东,精装,有,399,46547,非共有
京基滨河时代 ,4室1厅,199.29,南,其他,有,1900,95339,非共有
阳基新天地 ,3室1厅,88.23,东南,精装,有,328,37176,非共有
海珑华苑 ,1室0厅,44.8,东北,其他,有,235,52456,非共有
世纪春城一期 ,4室2厅,125.55,南,其他,无,620,49383,非共有
潜龙花园 ,2室1厅,63.3,东南,其他,无,369,58294,非共有
润创兴时代公寓 ,3室1厅,69.2,南,其他,有,270,39018,非共有
莱蒙水榭春天一期 ,3室1厅,89.31,南 北,其他,有,720,80619,非共有
万科四季花城三期 ,3室1厅,105.63,南,其他,无,558,52826,共有
长城盛世家园一期 ,3室1厅,117.53,南,其他,有,950,80831,非共有
雅景苑 ,3室1厅,95.33,南,其他,有,350,36715,非共有
十五峯花园 ,5室2厅,244.86,南 北,其他,有,2200,89848,非共有
花样年花港家园 ,2室1厅,42.74,东北,精装,有,190,44455,非共有
皇御苑二期 ,3室1厅,114.11,东南,其他,有,860,75366,非共有
金地梅陇镇二期 ,4室1厅,130.55,南,其他,有,930,71238,非共有
水晶之城 ,3室1厅,93.5,东北,简装,无,320,34225,非共有
文康楼 ,1室0厅,26.41,南,精装,有,150,56797,非共有
鹏达摩尔城 ,4室1厅,144.93,南,精装,有,500,34500,非共有
富通V都会 ,3室1厅,88.62,东南,精装,有,650,73347,非共有
龙华花半里花园 ,3室2厅,88.2,西南,其他,有,520,58957,非共有
城投七里香榭 ,4室2厅,107.37,南,其他,有,888,82705,非共有
桂芳园二期 ,2室1厅,66.27,东南,其他,有,300,45270,非共有
星河银湖谷 ,4室2厅,146.15,南,其他,有,1300,88950,非共有
翠薇园 ,3室1厅,80,南,简装,无,818,102250,非共有
泊林花园 ,2室1厅,62.25,南,其他,有,400,64258,非共有
KPR佳兆业广场 ,1室1厅,57.29,东南,其他,有,165,28801,非共有
园东花园 ,3室2厅,96.52,西北,其他,有,990,102570,非共有
特发和平里二期 ,3室1厅,87.05,东南,其他,有,660,75819,非共有
长怡花园 ,3室1厅,123.8,南 西南,其他,有,1900,153474,共有
东方半岛花园A区 ,2室1厅,69.11,东南,简装,无,270,39069,非共有
雅豪祥苑 ,3室2厅,89.48,南 北,其他,无,318,35539,共有
KPR佳兆业广场 ,1室0厅,44.92,东,精装,有,104.9,23353,非共有
银座金钻 ,1室1厅,41.29,东南,精装,有,210,50860,非共有
招商澜园 ,3室2厅,83.19,北,其他,有,435,52290,非共有
凯丰花园一期 ,3室2厅,99.92,南 北,简装,无,750,75061,非共有
裕达华庭 ,3室1厅,86.93,东南,其他,有,348,40033,非共有
东悦名轩 ,1室1厅,39.28,东南,其他,有,320,81467,非共有
万科四季花城六期 ,3室2厅,113,南,其他,有,650,57523,非共有
金海岸大厦 ,1室1厅,43.09,东南,其他,有,440,102112,共有
鸿荣源·壹成中心第六区 ,3室2厅,77.71,南,其他,有,680,87505,非共有
莱蒙水榭春天一期 ,4室2厅,121.22,南,精装,有,990,81670,非共有
麓园 ,3室1厅,88.81,西南,精装,有,445,50107,非共有
怡康家园 ,3室1厅,73.65,西北,精装,有,330,44807,非共有
合正逸园 ,3室1厅,88.91,北,简装,有,730,82106,非共有
桃苑公寓 ,1室1厅,34.84,东,精装,有,300,86108,非共有
立新湖花园 ,3室1厅,90.53,西南,简装,暂无数据,441,48714,非共有
汉宝大厦 ,3室1厅,89.3,东南,精装,有,518,58007,非共有
港城华庭 ,3室1厅,69.69,西北,其他,有,530,76052,非共有
百合星城一期 ,3室2厅,102.75,北,其他,有,390,37957,非共有
深城投中心公馆 ,4室2厅,124.83,东南,其他,暂无数据,750,60082,非共有
花语岸 ,3室2厅,89.13,南,精装,有,500,56098,非共有
怡龙枫景园 ,4室1厅,152.66,南,其他,有,618,40483,非共有
凯丽花园 ,2室1厅,50.49,南 北,其他,有,620,122797,非共有
美丽AAA花园 ,3室1厅,98.86,东,其他,有,590,59681,非共有
丽湖花园二期 ,3室1厅,84.16,北,其他,无,318,37786,非共有
拾悦城 ,3室2厅,86.21,南,其他,有,620,71918,非共有
发展兴苑 ,3室2厅,116.32,南,精装,有,1350,116060,共有
同创新作 ,3室2厅,88.22,南,其他,有,400,45342,非共有
春华四季园一期 ,3室1厅,99.37,南,其他,有,620,62394,非共有
长安花园 ,3室2厅,98.3,西南,其他,有,1450,147508,非共有
鼎胜山邻居 ,2室1厅,47.13,南,简装,有,480,101846,非共有
潜龙曼海宁花园南区 ,3室2厅,89.79,东南,精装,有,740,82415,非共有
洪湖二街十号大院 ,2室1厅,80.28,南,其他,无,442,55058,非共有
龙电B区 ,3室1厅,87.4,南,其他,无,740,84669,非共有
万豪御景苑 ,3室1厅,64.91,南,其他,有,760,117086,非共有
金泓凯旋城一期 ,4室2厅,162.16,南,精装,有,2100,129502,非共有
现代城梦想家园 ,3室2厅,78.65,东南,其他,有,825,104896,非共有
佳兆业可园一期 ,6室2厅,93.88,东南,其他,有,640,68173,非共有
熙龙湾一期 ,5室2厅,176.62,南 北,其他,有,3000,169857,非共有
英达钰龙园 ,3室1厅,86.62,西南,其他,有,780,90049,非共有
桃源村二期 ,3室2厅,79.73,南,其他,无,625,78390,共有
锦绣花园三期 ,4室2厅,170.77,南 北,其他,有,1750,102478,非共有
阳光荔景 ,3室1厅,123.69,西南,其他,有,1750,141483,非共有
四海公寓 ,3室2厅,62.05,东,其他,有,680,109590,非共有
海珑华苑 ,2室1厅,73.97,北,其他,有,580,78411,非共有
海景花园 ,3室2厅,113.19,南,简装,有,880,77746,非共有
港湾花园 ,3室2厅,95.45,南,其他,有,928,97224,非共有
华润城润府一期 ,3室2厅,88.61,西南,精装,有,1760,198624,非共有
畔山御景花园 ,3室2厅,88.89,东南,精装,有,430,48375,共有
招东小区 ,4室2厅,109.79,南,其他,无,900,81975,非共有
大冲城市花园 ,7室2厅,274.64,南 北,精装,有,3575,130171,非共有
澳城1618 ,3室1厅,101.75,东南,其他,有,1850,181819,非共有
万科四季花城三期 ,7室4厅,158.76,南,精装,无,1190,74956,非共有
美庐锦园 ,5室2厅,218.76,东 东南 南,精装,有,2200,100567,非共有
麒麟花园A区 ,2室2厅,79.86,东南,精装,有,990,123967,非共有
和平广场 ,3室1厅,75.83,西南,其他,有,480,63300,非共有
东方银座公馆 ,3室1厅,51.76,东南,精装,有,510,98532,非共有
佳兆业城市广场三期 ,3室1厅,89.07,北,其他,有,750,84204,非共有
天源大厦 ,3室1厅,120.49,西 北,其他,有,780,64736,共有
海月花园三期 ,3室1厅,115.25,东南,简装,有,1520,131888,共有
叠翠新峰花园 ,3室1厅,88.37,东,其他,有,308,34854,非共有
富盈门 ,3室2厅,116,东南,其他,有,756,65173,共有
环岛丽园 ,2室1厅,69.65,西北,其他,有,580,83274,非共有
招商桃花园 ,3室2厅,96.04,东南,其他,有,1350,140567,共有
金地天悦湾 ,4室2厅,241.41,西南,其他,有,1600,66278,非共有
云海天城 ,2室2厅,75.92,西南,其他,有,750,98789,非共有
南头海关宿舍楼 ,3室2厅,77.49,东南 南,精装,暂无数据,610,78720,非共有
华润城润府一期 ,5室2厅,240.79,东 南,其他,有,2850,118361,非共有
香山美墅·果岭 ,3室2厅,165.99,东南,其他,有,2500,150612,非共有
锦绣江南一期 ,7室1厅,122.2,南,其他,无,638,52210,非共有
缤纷假日豪园 ,3室2厅,98.91,南,其他,有,950,96047,非共有
南海玫瑰花园一期 ,3室2厅,124.3,南 北,其他,有,1500,120676,非共有
泰华豪园 ,4室1厅,115.09,东南,其他,无,695,60388,非共有
骏庭名园 ,2室1厅,57.95,东 北,简装,有,335,57809,非共有
迎晖公寓 ,3室2厅,99.4,南,其他,有,800,80483,非共有
椰风海岸 ,3室2厅,98.6,东南,其他,有,915,92800,非共有
百仕达花园二期 ,4室1厅,175.97,南,精装,有,1130,64216,非共有
米兰公寓 ,3室2厅,90.87,南 北,其他,有,880,96842,非共有
雷圳碧榕湾 ,3室2厅,93.94,南,其他,无,1100,117097,共有
鸿荣源熙园山院 ,4室2厅,166.7,南,其他,有,2200,131974,非共有
鸿瑞花园 ,3室2厅,104.95,南,其他,有,1200,114341,非共有
星海名城二期七组团 ,3室2厅,98.39,南,简装,有,920,93506,非共有
东方海雅居 ,3室2厅,78.26,西北,其他,有,690,88168,非共有
浪琴屿花园 ,4室2厅,155.82,东 南,精装,有,1920,123220,非共有
万科云城 ,4室2厅,133.77,西南,其他,有,1200,89707,非共有
碧海云天二期 ,3室1厅,102.57,东北,其他,有,1600,155992,非共有
诺德假日花园 ,4室2厅,113.3,东南,其他,有,1850,163284,共有
高发城驰苑 ,2室1厅,48.43,东北,简装,有,475,98080,非共有
英达花园 ,2室2厅,83.05,东北,精装,有,365,43950,非共有
和煦苑 ,2室1厅,74.09,南,精装,无,310,41842,非共有
卧龙阁 ,2室1厅,68.24,西南,精装,有,335,49092,非共有
新银座华庭 ,3室1厅,63.92,南,精装,有,420,65708,非共有
运河蓝湾 ,2室1厅,81.63,东南,精装,有,310,37977,非共有
金域豪庭 ,4室2厅,94.3,南,其他,无,530,56204,非共有
鸿隆广场 ,2室1厅,48.2,西北,简装,有,385,79876,非共有
凤凰雅居 ,2室1厅,47.66,东,其他,有,436,91482,非共有
南溪新苑 ,1室1厅,41.37,西,精装,有,325,78560,非共有
信义锦绣花园 ,3室2厅,107.24,西北,精装,有,470,43827,非共有
鹏益花园 ,1室0厅,33.73,北,精装,有,318,94279,非共有
双城世纪 ,1室0厅,31.85,西北,简装,有,165,51806,非共有
东方御花园 ,4室2厅,118.3,南,简装,有,598,50550,非共有
英郡年华 ,2室2厅,66.24,东南 西南,精装,有,320,48310,非共有
东门天下 ,3室1厅,65.33,东南,简装,有,275,42094,非共有
桂芳园一期 ,2室2厅,61.14,西南,简装,无,285,46615,非共有
深业紫麟山花园 ,4室2厅,135.04,西南,精装,有,500,37027,非共有
博林君瑞 ,3室2厅,89.03,西北 北,毛坯,有,680,76379,非共有
信义嘉御山5期 ,4室2厅,88.95,东南,其他,有,840,94436,非共有
金色都汇 ,1室1厅,45.74,西北,精装,有,266,58155,非共有
瑞丰大厦 ,2室2厅,71.43,南,精装,有,298,41720,非共有
深业东城上邸 ,2室2厅,62.71,南,精装,有,236,37634,非共有
鹏公馆 ,1室0厅,28.31,西,精装,有,436,154010,共有
碧岭华庭 ,2室2厅,79.96,东南,精装,有,460,57529,非共有
中信湾上六座 ,1室1厅,36.56,东北,精装,有,350,95734,非共有
安源居 ,1室0厅,27.96,东,简装,无,160,57225,非共有
泰雅园 ,2室2厅,68.71,西北,精装,有,305,44390,非共有
御河堤 ,1室1厅,32.95,北,精装,有,215,65251,非共有
福德花园 ,1室1厅,37.61,东南,简装,有,260,69131,非共有
天福华府 ,2室2厅,85.57,西南,精装,有,555,64860,非共有
骏皇嘉园 ,2室1厅,53.28,西北,简装,有,495,92906,共有
阳光花园 ,3室1厅,86.56,南,简装,无,345,39857,非共有
旭源怡景轩 ,3室1厅,87.94,南,精装,有,315,35820,非共有
碧海云天二期 ,4室2厅,212.2,南,精装,有,2250,106033,共有
万科麓城三期 ,3室1厅,88.46,南 北,精装,有,540,61045,非共有
大世纪水山缘 ,2室2厅,65.09,北,精装,有,273,41942,非共有
诺德中央道 ,3室2厅,88.35,东南,精装,有,530,59989,非共有
绿景香颂 ,2室1厅,56.75,南 西南,精装,有,430,75771,非共有
观澜湖比佩亚区 ,1室0厅,79.7,南,精装,有,255,31995,非共有
THETOWN乐城 ,2室1厅,51.65,东北,精装,有,260,50339,非共有
天威花园 ,4室1厅,101.03,东南 东北,简装,有,700,69287,非共有
百合星城一期 ,3室1厅,94.32,南,精装,有,379.2,40204,共有
万科金域缇香 ,2室2厅,74.47,东南,精装,有,348,46731,非共有
国展苑 ,2室1厅,52.75,东北,精装,有,200,37915,非共有
中海大山地北区 ,2室2厅,72.37,东北,精装,有,310,42836,非共有
春树里 ,3室2厅,72.93,南,精装,有,810,111066,非共有
莱蒙水榭春天三期 ,4室2厅,153.62,南 北,精装,有,1100,71606,共有
优品建筑 ,3室1厅,100.18,南,精装,有,520,51907,非共有
龙珠花园B区 ,2室1厅,58.5,西,简装,有,229,39146,非共有
盈翠家园 ,2室1厅,59.13,西北,精装,无,258,43633,共有
城南雅筑 ,3室2厅,81.8,南,精装,有,288,35208,非共有
星河盛世 ,4室1厅,153.69,南,精装,有,1120,72874,非共有
京基东方都会 ,1室0厅,25.58,南,简装,有,130,50821,非共有
景新花园 ,3室2厅,96.61,西南,简装,有,645,66764,非共有
蓝漪花园 ,4室2厅,138.28,南,精装,有,1400,101244,非共有
英郡年华 ,2室1厅,63.98,西南,精装,有,310,48453,非共有
华联城市全景壹号 ,5室2厅,162.45,南,精装,有,1880,115728,非共有
香山里 ,4室2厅,176.13,南,精装,有,1698,96407,非共有
德福花园 ,2室1厅,57.85,西,简装,有,202,34918,非共有
桂芳园三期 ,3室2厅,85,西,精装,有,359,42236,共有
深业东岭 ,4室2厅,125.13,西北,精装,有,958,76561,共有
中海怡瑞山居 ,2室1厅,64,东 北,简装,无,285,44532,非共有
